Month,ESG,CSR,ImpactInvesting,SRI,SustainableDevelopment,Country
2007-06,3,38,0,0,35,Spain
2007-07,3,36,0,0,21,Spain
2007-08,0,31,0,0,18,Spain
2007-09,3,35,0,0,22,Spain
2007-10,0,36,0,0,42,Spain
2007-11,4,41,0,0,42,Spain
2007-12,0,29,0,0,33,Spain
2008-01,2,37,0,0,38,Spain
2008-02,0,32,0,0,39,Spain
2008-03,2,33,0,0,34,Spain
2008-04,2,37,0,0,41,Spain
2008-05,2,31,0,0,42,Spain
2008-06,2,29,0,0,34,Spain
2008-07,0,31,0,0,24,Spain
2008-08,2,21,0,0,21,Spain
2008-09,2,33,0,0,28,Spain
2008-10,2,31,0,0,39,Spain
2008-11,2,35,0,0,42,Spain
2008-12,3,23,0,0,27,Spain
2009-01,2,25,0,0,26,Spain
2009-02,3,30,0,0,34,Spain
2009-03,2,29,0,0,39,Spain
2009-04,0,28,0,0,37,Spain
2009-05,1,29,0,0,53,Spain
2009-06,0,28,0,0,40,Spain
2009-07,2,25,0,0,22,Spain
2009-08,0,20,0,0,22,Spain
2009-09,1,30,0,0,33,Spain
2009-10,3,34,0,0,40,Spain
2009-11,2,29,0,0,44,Spain
2009-12,1,23,0,0,31,Spain
2010-01,0,23,0,0,32,Spain
2010-02,2,26,0,0,37,Spain
2010-03,3,29,0,0,39,Spain
2010-04,2,30,0,0,40,Spain
2010-05,2,29,0,0,47,Spain
2010-06,2,24,0,1,37,Spain
2010-07,3,21,0,0,19,Spain
2010-08,2,16,0,0,24,Spain
2010-09,4,28,0,0,32,Spain
2010-10,3,33,0,1,43,Spain
2010-11,2,31,0,1,36,Spain
2010-12,4,21,0,1,28,Spain
2011-01,3,22,0,0,24,Spain
2011-02,3,25,0,0,25,Spain
2011-03,3,31,0,1,26,Spain
2011-04,2,28,0,1,24,Spain
2011-05,3,25,0,0,35,Spain
2011-06,4,25,0,0,38,Spain
2011-07,4,20,0,0,13,Spain
2011-08,3,15,0,0,9,Spain
2011-09,3,25,0,0,18,Spain
2011-10,4,33,0,0,21,Spain
2011-11,3,31,0,0,27,Spain
2011-12,4,26,0,0,24,Spain
2012-01,3,22,0,0,24,Spain
2012-02,3,26,0,0,27,Spain
2012-03,3,25,0,1,26,Spain
2012-04,3,25,0,0,20,Spain
2012-05,3,26,0,1,30,Spain
2012-06,3,23,0,0,21,Spain
2012-07,3,22,0,0,12,Spain
2012-08,3,16,0,0,8,Spain
2012-09,3,26,0,0,16,Spain
2012-10,3,34,0,1,19,Spain
2012-11,4,28,0,0,20,Spain
2012-12,3,22,0,0,16,Spain
2013-01,3,22,0,0,17,Spain
2013-02,4,23,0,0,19,Spain
2013-03,3,23,0,1,17,Spain
2013-04,2,26,0,0,22,Spain
2013-05,4,26,0,1,23,Spain
2013-06,4,21,0,0,19,Spain
2013-07,3,18,0,0,7,Spain
2013-08,2,13,0,0,6,Spain
2013-09,4,22,0,0,13,Spain
2013-10,3,38,0,0,17,Spain
2013-11,3,34,0,0,19,Spain
2013-12,3,29,0,0,15,Spain
2014-01,3,24,0,0,17,Spain
2014-02,4,25,0,0,17,Spain
2014-03,3,26,0,0,16,Spain
2014-04,4,26,0,0,18,Spain
2014-05,3,29,0,1,25,Spain
2014-06,4,22,0,0,20,Spain
2014-07,4,18,0,0,9,Spain
2014-08,3,15,0,0,7,Spain
2014-09,2,26,0,0,14,Spain
2014-10,3,39,0,0,18,Spain
2014-11,2,33,0,0,20,Spain
2014-12,2,28,0,0,15,Spain
2015-01,3,23,0,0,17,Spain
2015-02,3,27,0,0,20,Spain
2015-03,4,27,0,1,20,Spain
2015-04,3,26,0,0,21,Spain
2015-05,3,28,0,0,23,Spain
2015-06,2,23,0,0,20,Spain
2015-07,2,17,0,0,9,Spain
2015-08,3,15,0,0,7,Spain
2015-09,2,26,0,0,16,Spain
2015-10,3,38,0,1,20,Spain
2015-11,3,34,0,1,22,Spain
2015-12,2,25,0,0,18,Spain
2016-01,2,24,0,0,19,Spain
2016-02,3,27,0,0,26,Spain
2016-03,2,29,0,0,21,Spain
2016-04,3,28,0,1,22,Spain
2016-05,3,28,0,0,24,Spain
2016-06,3,25,0,0,21,Spain
2016-07,3,18,0,0,9,Spain
2016-08,2,13,0,0,8,Spain
2016-09,3,28,0,0,14,Spain
2016-10,2,35,0,1,22,Spain
2016-11,2,57,0,1,25,Spain
2016-12,1,39,0,1,20,Spain
2017-01,0,37,0,0,22,Spain
2017-02,1,43,0,1,26,Spain
2017-03,1,43,0,1,28,Spain
2017-04,0,36,1,0,22,Spain
2017-05,1,45,0,1,27,Spain
2017-06,1,30,0,1,22,Spain
2017-07,1,21,0,0,11,Spain
2017-08,1,14,0,0,8,Spain
2017-09,1,35,0,0,18,Spain
2017-10,1,51,0,0,21,Spain
2017-11,1,49,1,0,24,Spain
2017-12,1,33,0,0,16,Spain
2018-01,2,33,0,1,21,Spain
2018-02,1,36,0,1,29,Spain
2018-03,1,35,0,2,30,Spain
2018-04,0,34,1,2,30,Spain
2018-05,1,40,0,3,38,Spain
2018-06,0,28,0,3,28,Spain
2018-07,0,23,0,2,17,Spain
2018-08,0,17,0,1,12,Spain
2018-09,1,35,0,1,20,Spain
2018-10,1,52,1,1,29,Spain
2018-11,1,47,0,2,33,Spain
2018-12,1,32,0,1,23,Spain
2019-01,1,33,0,2,26,Spain
2019-02,2,38,1,3,38,Spain
2019-03,1,37,1,4,37,Spain
2019-04,2,32,1,3,33,Spain
2019-05,2,35,0,4,42,Spain
2019-06,2,32,1,4,35,Spain
2019-07,2,22,1,3,22,Spain
2019-08,1,16,1,2,17,Spain
2019-09,2,36,1,3,30,Spain
2019-10,2,51,1,4,41,Spain
2019-11,2,45,0,4,40,Spain
2019-12,2,31,1,4,29,Spain
2020-01,2,32,1,5,40,Spain
2020-02,3,35,1,6,44,Spain
2020-03,3,36,0.5,4,41,Spain
2020-04,2,38,1,4,39,Spain
2020-05,2,42,1,4,51,Spain
2020-06,3,29,1,4,37,Spain
2020-07,3,20,1,4,21,Spain
2020-08,2,14,0,3,15,Spain
2020-09,4,31,1,5,26,Spain
2020-10,3,51,1,6,37,Spain
2020-11,5,49,0.5,3,38,Spain
2020-12,6,30,0,4,32,Spain
2021-01,8,30,0,4,30,Spain
2021-02,12,33,0,3,42,Spain
2021-03,13,32,1,3,43,Spain
2021-04,10,32,1,3,38,Spain
2021-05,12,39,1,3,50,Spain
2021-06,13,25,1,2,36,Spain
2021-07,13,18,1,2,17,Spain
2021-08,8,14,0,2,13,Spain
2021-09,16,35,0,5,34,Spain
2021-10,15,51,1,7,46,Spain
2021-11,17,53,0,8,45,Spain
2021-12,12,37,0,7,39,Spain
2022-01,16,39,1,9,44,Spain
2022-02,20,43,1,11,58,Spain
2022-03,23,46,1,8,58,Spain
2022-04,22,39,0.5,5,51,Spain
2022-05,23,48,0.5,5,66,Spain
2022-06,24,33,1,5,55,Spain
2022-07,20,21,1,4,26,Spain
2022-08,13,16,0,3,17,Spain
2022-09,23,39,1,5,49,Spain
2022-10,22,54,1,4,59,Spain
2022-11,23,60,1,5,71,Spain
2022-12,18,36,1,4,48,Spain
2023-01,23,37,0,5,57,Spain
2023-02,28,39,0.5,5,70,Spain
2023-03,28,41,1,3,67,Spain
2023-04,23,36,1,1,52,Spain
2023-05,24,40,1,2,61,Spain
2023-06,27,30,1,2,51,Spain
2023-07,23,18,1,1,27,Spain
2023-08,17,15,1,1,18,Spain
2023-09,27,37,1,1,47,Spain
2023-10,28,56,1,1,58,Spain
2023-11,28,54,1,1,59,Spain
2023-12,21,35,0.5,1,41,Spain
2024-01,24,34,1,1,49,Spain
2024-02,34,41,1,1,59,Spain
2024-03,27,32,1,1,54,Spain
2024-04,30,36,1,1,59,Spain
2024-05,29,41,0,2,60,Spain
2024-06,27,27,1,2,50,Spain
2024-07,23,19,1,2,23,Spain
2024-08,16,15,0,1,15,Spain
2024-09,28,34,1,1,45,Spain
2024-10,32,51,1,2,66,Spain
2024-11,30,45,1,2,58,Spain
2024-12,24,31,0,1,39,Spain
2025-01,29,33,1,2,47,Spain
2025-02,30,31,1,2,52,Spain
2025-03,30,30,0.5,1,52,Spain
2004-01,0,0,0,0,0,Sweden
2004-02,0,0,0,0,16,Sweden
2004-03,0,0,0,0,21,Sweden
2004-04,0,0,0,0,22,Sweden
2004-05,0,0,0,0,26,Sweden
2004-06,0,0,0,0,20,Sweden
2004-07,0,0,0,0,17,Sweden
2004-08,0,0,0,0,17,Sweden
2004-09,0,19,0,0,31,Sweden
2004-10,0,10,0,0,18,Sweden
2004-11,0,0,0,0,24,Sweden
2004-12,0,12,0,0,12,Sweden
2005-01,0,8,0,0,17,Sweden
2005-02,0,0,0,0,26,Sweden
2005-03,0,0,0,0,21,Sweden
2005-04,0,11,0,0,28,Sweden
2005-05,0,10,0,0,25,Sweden
2005-06,0,0,0,0,16,Sweden
2005-07,0,0,0,0,13,Sweden
2005-08,0,7,0,0,15,Sweden
2005-09,0,8,0,0,29,Sweden
2005-10,0,14,0,0,30,Sweden
2005-11,0,12,0,0,26,Sweden
2005-12,0,7,0,0,32,Sweden
2006-01,0,0,0,0,23,Sweden
2006-02,0,7,0,0,23,Sweden
2006-03,0,9,0,0,32,Sweden
2006-04,0,8,0,0,21,Sweden
2006-05,0,8,0,0,30,Sweden
2006-06,0,0,0,0,17,Sweden
2006-07,0,0,0,0,17,Sweden
2006-08,0,4,0,0,19,Sweden
2006-09,0,7,0,0,24,Sweden
2006-10,0,8,0,0,26,Sweden
2006-11,0,11,0,0,29,Sweden
2006-12,0,7,0,0,31,Sweden
2007-01,0,6,0,0,28,Sweden
2007-02,0,7,0,0,24,Sweden
2007-03,0,10,0,0,28,Sweden
2007-04,0,12,0,0,24,Sweden
2007-05,0,8,0,0,29,Sweden
2007-06,0,9,0,0,21,Sweden
2007-07,0,7,0,0,15,Sweden
2007-08,0,8,0,0,21,Sweden
2007-09,0,11,0,0,30,Sweden
2007-10,0,12,0,0,32,Sweden
2007-11,0,13,0,0,36,Sweden
2007-12,0,8,0,0,28,Sweden
2008-01,0,12,0,0,29,Sweden
2008-02,0,12,0,0,32,Sweden
2008-03,0,12,0,0,30,Sweden
2008-04,0,14,0,0,35,Sweden
2008-05,0,15,0,0,32,Sweden
2008-06,0,8,0,0,21,Sweden
2008-07,0,6,0,0,19,Sweden
2008-08,2,11,0,0,24,Sweden
2008-09,0,15,0,0,34,Sweden
2008-10,0,14,0,0,36,Sweden
2008-11,0,17,0,0,33,Sweden
2008-12,0,10,0,0,38,Sweden
2009-01,0,13,0,0,32,Sweden
2009-02,2,17,0,0,32,Sweden
2009-03,0,13,0,0,38,Sweden
2009-04,0,14,0,0,39,Sweden
2009-05,0,18,0,2,38,Sweden
2009-06,0,10,0,0,27,Sweden
2009-07,0,6,0,0,25,Sweden
2009-08,0,8,0,0,31,Sweden
2009-09,0,13,0,0,41,Sweden
2009-10,0,14,0,0,37,Sweden
2009-11,0,14,0,0,48,Sweden
2009-12,0,10,0,0,44,Sweden
2010-01,0,11,0,0,39,Sweden
2010-02,3,13,0,0,42,Sweden
2010-03,1,14,0,0,42,Sweden
2010-04,0,15,0,0,42,Sweden
2010-05,0,16,0,0,43,Sweden
2010-06,0,10,0,0,33,Sweden
2010-07,0,7,0,0,27,Sweden
2010-08,0,8,0,0,33,Sweden
2010-09,0,15,0,0,43,Sweden
2010-10,0,16,0,0,41,Sweden
2010-11,0,15,0,0,39,Sweden
2010-12,0,13,0,0,48,Sweden
2011-01,0,13,1,0,45,Sweden
2011-02,1,14,0,0,41,Sweden
2011-03,1,17,0,0,41,Sweden
2011-04,0,14,0,0,45,Sweden
2011-05,0,16,0,0,46,Sweden
2011-06,0,8,0,0,38,Sweden
2011-07,0,5,0,0,31,Sweden
2011-08,0,8,0,0,39,Sweden
2011-09,3,16,0,0,42,Sweden
2011-10,0,15,0,0,46,Sweden
2011-11,0,14,0,0,44,Sweden
2011-12,0,12,0,0,54,Sweden
2012-01,0,13,0,0,52,Sweden
2012-02,0,15,0,0,47,Sweden
2012-03,0,17,0,0,49,Sweden
2012-04,0,14,0,0,47,Sweden
2012-05,1,14,0,0,51,Sweden
2012-06,1,10,0,0,39,Sweden
2012-07,0,7,0,0,39,Sweden
2012-08,0,10,0,0,46,Sweden
2012-09,0,14,0,0,58,Sweden
2012-10,0,17,0,0,56,Sweden
2012-11,0,16,0,0,56,Sweden
2012-12,0,11,0,0,61,Sweden
2013-01,1,14,0,0,59,Sweden
2013-02,0,16,0,0,57,Sweden
2013-03,1,14,0,0,62,Sweden
2013-04,1,15,0,0,66,Sweden
2013-05,1,16,0,0,64,Sweden
2013-06,0,10,0,0,44,Sweden
2013-07,0,6,0,0,41,Sweden
2013-08,1,9,0,0,52,Sweden
2013-09,1,15,0,0,66,Sweden
2013-10,1,17,0,0,63,Sweden
2013-11,1,17,0,0,66,Sweden
2013-12,0,14,0,0,72,Sweden
2014-01,1,16,0,0,65,Sweden
2014-02,1,18,0,0,62,Sweden
2014-03,1,17,0,0,64,Sweden
2014-04,1,15,0,0,66,Sweden
2014-05,0,16,0,0,68,Sweden
2014-06,1,10,0,0,55,Sweden
2014-07,4,6,0,0,45,Sweden
2014-08,3,9,0,0,54,Sweden
2014-09,1,15,0,0,67,Sweden
2014-10,1,17,0,0,65,Sweden
2014-11,1,15,0,0,71,Sweden
2014-12,1,12,0,0,77,Sweden
2015-01,1,16,0,0,72,Sweden
2015-02,1,15,0,0,69,Sweden
2015-03,1,14,0,0,68,Sweden
2015-04,2,13,0,1,68,Sweden
2015-05,1,15,0,0,74,Sweden
2015-06,1,8,0,0,56,Sweden
2015-07,1,6,0,0,51,Sweden
2015-08,0,8,0,0,58,Sweden
2015-09,1,16,0,0,78,Sweden
2015-10,1,15,0,0,71,Sweden
2015-11,1,15,0,0,80,Sweden
2015-12,0,13,0,0,82,Sweden
2016-01,1,16,0,0,84,Sweden
2016-02,2,16,0,1,80,Sweden
2016-03,1,14,0,0,74,Sweden
2016-04,2,16,0,0,81,Sweden
2016-05,1,17,0,0,82,Sweden
2016-06,1,9,0,0,62,Sweden
2016-07,1,5,0,0,54,Sweden
2016-08,1,8,0,0,68,Sweden
2016-09,2,17,0,0,83,Sweden
2016-10,1,15,0,0,81,Sweden
2016-11,2,16,0,0,49,Sweden
2016-12,1,13,0,0,31,Sweden
2017-01,1,15,0,0,36,Sweden
2017-02,2,15,0,0,36,Sweden
2017-03,1,18,0,0,38,Sweden
2017-04,1,16,0,0,31,Sweden
2017-05,2,16,1,0,42,Sweden
2017-06,1,8,0,0,22,Sweden
2017-07,1,5,0,0,11,Sweden
2017-08,1,7,0,0,25,Sweden
2017-09,2,14,0,0,45,Sweden
2017-10,1,15,0,0,47,Sweden
2017-11,1,14,0,0,44,Sweden
2017-12,1,13,0,1,35,Sweden
2018-01,1,15,0.5,0,43,Sweden
2018-02,1,13,0,0,55,Sweden
2018-03,2,14,0,0,89,Sweden
2018-04,2,14,0,0,87,Sweden
2018-05,2,14,0,0,100,Sweden
2018-06,2,8,0,0,68,Sweden
2018-07,1,5,0,0,53,Sweden
2018-08,2,8,0,0,32,Sweden
2018-09,1,15,0,0,41,Sweden
2018-10,2,14,0,0,50,Sweden
2018-11,2,14,0,0,72,Sweden
2018-12,2,11,0,0,60,Sweden
2019-01,2,13,0,0,55,Sweden
2019-02,3,13,1,0,60,Sweden
2019-03,3,11,0,0,64,Sweden
2019-04,3,11,0,1,60,Sweden
2019-05,2,13,0,0,69,Sweden
2019-06,2,7,0,0,69,Sweden
2019-07,1,4,0,0,42,Sweden
2019-08,2,8,0,0,50,Sweden
2019-09,2,14,0,1,74,Sweden
2019-10,3,15,0,0,72,Sweden
2019-11,2,12,0,0,72,Sweden
2019-12,2,9,1,1,62,Sweden
2020-01,3,11,0.5,1,62,Sweden
2020-02,4,11,0,1,71,Sweden
2020-03,4,10,0.5,1,65,Sweden
2020-04,3,10,0,1,61,Sweden
2020-05,3,10,0,0.5,60,Sweden
2020-06,5,6,1,1,35,Sweden
2020-07,3,3,1,0,15,Sweden
2020-08,4,6,0,0.5,29,Sweden
2020-09,5,13,1,0.5,59,Sweden
2020-10,5,11,1,1,57,Sweden
2020-11,6,9,0,0,59,Sweden
2020-12,7,7,0,1,60,Sweden
2021-01,9,9,0.5,1,84,Sweden
2021-02,9,9,0,1,70,Sweden
2021-03,10,8,1,1,56,Sweden
2021-04,7,9,0,0,52,Sweden
2021-05,7,7,0,0,53,Sweden
2021-06,6,5,0,0,34,Sweden
2021-07,8,3,0,0,22,Sweden
2021-08,7,4,0,0,35,Sweden
2021-09,8,9,0,0,58,Sweden
2021-10,8,10,0,0,54,Sweden
2021-11,7,8,0,0,56,Sweden
2021-12,6,6,0,0,42,Sweden
2022-01,7,9,0,0,52,Sweden
2022-02,9,11,0,0,54,Sweden
2022-03,11,12,0,1,60,Sweden
2022-04,9,10,0,0,58,Sweden
2022-05,10,11,0.5,0.5,57,Sweden
2022-06,10,6,0,0,32,Sweden
2022-07,6,4,0,0,22,Sweden
2022-08,7,5,0,0,38,Sweden
2022-09,12,13,0,0.5,65,Sweden
2022-10,12,12,0,0.5,59,Sweden
2022-11,11,9,0,1,56,Sweden
2022-12,8,8,1,0,45,Sweden
2023-01,10,9,0,0,56,Sweden
2023-02,13,10,1,1,60,Sweden
2023-03,13,9,0,0,81,Sweden
2023-04,11,8,0,1,65,Sweden
2023-05,12,9,0,1,75,Sweden
2023-06,11,5,1,0,39,Sweden
2023-07,8,4,0,0,26,Sweden
2023-08,10,6,0,0,47,Sweden
2023-09,13,12,0,0,70,Sweden
2023-10,13,12,0,0,72,Sweden
2023-11,13,9,1,0.5,66,Sweden
2023-12,10,7,0,0,46,Sweden
2024-01,11,8,0,0,42,Sweden
2024-02,14,8,0,0,43,Sweden
2024-03,14,9,0,1,44,Sweden
2024-04,12,9,0,0,31,Sweden
2024-05,13,9,1,1,29,Sweden
2024-06,9,5,0,1,11,Sweden
2024-07,6,3,0,0,7,Sweden
2024-08,9,5,0,0,14,Sweden
2024-09,12,10,0,0,22,Sweden
2024-10,11,10,0,1,23,Sweden
2024-11,11,8,0,1,21,Sweden
2024-12,8,6,0,1,15,Sweden
2025-01,11,7,0,0,20,Sweden
2025-02,12,7,0,0,22,Sweden
2025-03,10,8,0.5,0.5,23,Sweden
2004-01,0,52,0,0,68,Switzerland
2004-02,0,0,0,0,56,Switzerland
2004-03,0,0,0,0,68,Switzerland
2004-04,0,53,0,0,69,Switzerland
2004-05,0,48,0,0,85,Switzerland
2004-06,0,41,0,0,84,Switzerland
2004-07,0,0,0,0,0,Switzerland
2004-08,0,0,0,0,55,Switzerland
2004-09,0,33,0,0,63,Switzerland
2004-10,0,0,0,0,67,Switzerland
2004-11,0,34,0,0,90,Switzerland
2004-12,0,0,0,0,50,Switzerland
2005-01,0,36,0,0,34,Switzerland
2005-02,0,39,0,0,42,Switzerland
2005-03,0,32,0,0,47,Switzerland
2005-04,0,41,0,0,51,Switzerland
2005-05,0,45,0,0,56,Switzerland
2005-06,0,43,0,0,74,Switzerland
2005-07,0,32,0,0,34,Switzerland
2005-08,0,37,0,0,31,Switzerland
2005-09,0,34,0,0,39,Switzerland
2005-10,0,26,0,0,75,Switzerland
2005-11,19,25,0,0,66,Switzerland
2005-12,0,22,0,0,68,Switzerland
2006-01,0,44,0,0,54,Switzerland
2006-02,0,28,0,0,54,Switzerland
2006-03,16,27,0,0,55,Switzerland
2006-04,0,17,0,0,41,Switzerland
2006-05,0,36,0,0,55,Switzerland
2006-06,0,43,0,0,71,Switzerland
2006-07,0,40,0,0,25,Switzerland
2006-08,0,28,0,0,39,Switzerland
2006-09,0,38,0,0,40,Switzerland
2006-10,0,45,0,0,28,Switzerland
2006-11,0,26,0,0,47,Switzerland
2006-12,16,26,0,0,28,Switzerland
2007-01,12,42,0,0,48,Switzerland
2007-02,0,34,0,0,42,Switzerland
2007-03,0,30,0,0,45,Switzerland
2007-04,0,40,0,0,41,Switzerland
2007-05,13,39,0,0,47,Switzerland
2007-06,0,43,0,0,58,Switzerland
2007-07,0,37,0,0,33,Switzerland
2007-08,0,27,0,0,31,Switzerland
2007-09,0,47,0,0,34,Switzerland
2007-10,12,43,0,0,59,Switzerland
2007-11,13,36,0,0,48,Switzerland
2007-12,0,33,0,0,47,Switzerland
2008-01,12,44,0,0,39,Switzerland
2008-02,10,38,0,0,42,Switzerland
2008-03,0,26,0,0,44,Switzerland
2008-04,11,45,0,0,51,Switzerland
2008-05,14,39,0,0,45,Switzerland
2008-06,0,31,0,0,51,Switzerland
2008-07,13,45,0,0,38,Switzerland
2008-08,10,41,0,0,24,Switzerland
2008-09,9,53,0,0,32,Switzerland
2008-10,12,35,0,0,42,Switzerland
2008-11,9,39,0,0,39,Switzerland
2008-12,12,33,0,0,26,Switzerland
2009-01,0,46,0,0,44,Switzerland
2009-02,16,37,0,0,45,Switzerland
2009-03,14,46,0,0,46,Switzerland
2009-04,12,52,0,0,43,Switzerland
2009-05,7,44,0,0,37,Switzerland
2009-06,9,35,0,0,46,Switzerland
2009-07,11,34,0,0,35,Switzerland
2009-08,8,32,0,0,29,Switzerland
2009-09,11,35,0,0,42,Switzerland
2009-10,9,49,0,0,49,Switzerland
2009-11,14,48,0,0,45,Switzerland
2009-12,9,36,0,0,39,Switzerland
2010-01,10,45,0,0,40,Switzerland
2010-02,12,44,0,0,37,Switzerland
2010-03,11,49,0,0,46,Switzerland
2010-04,8,43,0,0,36,Switzerland
2010-05,8,38,0,0,36,Switzerland
2010-06,8,40,0,0,40,Switzerland
2010-07,14,34,0,0,29,Switzerland
2010-08,11,36,0,0,30,Switzerland
2010-09,10,46,0,0,37,Switzerland
2010-10,13,54,0,0,38,Switzerland
2010-11,11,53,0,0,49,Switzerland
2010-12,0,38,0,0,24,Switzerland
2011-01,15,39,0,0,32,Switzerland
2011-02,9,43,0,0,43,Switzerland
2011-03,10,45,0,0,39,Switzerland
2011-04,14,41,0,0,36,Switzerland
2011-05,11,47,0,0,49,Switzerland
2011-06,13,42,0,0,31,Switzerland
2011-07,7,37,0,4,17,Switzerland
2011-08,9,42,0,0,25,Switzerland
2011-09,16,43,0,0,36,Switzerland
2011-10,11,51,0,0,36,Switzerland
2011-11,13,47,5,0,43,Switzerland
2011-12,6,37,0,4,31,Switzerland
2012-01,12,47,0,0,32,Switzerland
2012-02,10,39,0,0,31,Switzerland
2012-03,11,50,0,4,39,Switzerland
2012-04,9,40,0,0,35,Switzerland
2012-05,14,47,0,0,34,Switzerland
2012-06,11,45,4,4,36,Switzerland
2012-07,9,41,0,0,21,Switzerland
2012-08,13,37,0,4,23,Switzerland
2012-09,11,40,0,0,22,Switzerland
2012-10,13,48,0,5,32,Switzerland
2012-11,9,45,3,0,30,Switzerland
2012-12,10,39,0,0,31,Switzerland
2013-01,8,43,0,4,30,Switzerland
2013-02,6,42,0,5,28,Switzerland
2013-03,9,45,0,0,34,Switzerland
2013-04,11,53,0,3,29,Switzerland
2013-05,10,51,0,0,34,Switzerland
2013-06,11,40,0,0,31,Switzerland
2013-07,9,37,0,0,23,Switzerland
2013-08,11,37,5,3,16,Switzerland
2013-09,15,44,3,0,25,Switzerland
2013-10,10,46,0,0,29,Switzerland
2013-11,11,44,4,0,28,Switzerland
2013-12,8,35,0,0,24,Switzerland
2014-01,9,43,3,3,26,Switzerland
2014-02,9,46,0,4,32,Switzerland
2014-03,11,49,3,0,34,Switzerland
2014-04,10,48,0,0,28,Switzerland
2014-05,10,49,4,0,27,Switzerland
2014-06,10,44,0,0,22,Switzerland
2014-07,11,39,4,3,22,Switzerland
2014-08,8,42,0,0,19,Switzerland
2014-09,10,51,3,0,27,Switzerland
2014-10,9,50,0,5,36,Switzerland
2014-11,8,48,4,0,31,Switzerland
2014-12,6,44,0,0,24,Switzerland
2015-01,9,46,0,0,26,Switzerland
2015-02,12,50,0,0,30,Switzerland
2015-03,10,51,4,0,27,Switzerland
2015-04,10,53,4,3,34,Switzerland
2015-05,11,45,4,0,31,Switzerland
2015-06,9,47,4,0,30,Switzerland
2015-07,11,42,0,0,23,Switzerland
2015-08,11,38,0,0,25,Switzerland
2015-09,10,52,3,0,39,Switzerland
2015-10,8,53,4,4,45,Switzerland
2015-11,10,48,3,0,42,Switzerland
2015-12,11,44,0,0,32,Switzerland
2016-01,11,42,4,0,35,Switzerland
2016-02,12,38,4,0,38,Switzerland
2016-03,13,47,0,2,36,Switzerland
2016-04,11,56,5,3,38,Switzerland
2016-05,9,48,7,0,41,Switzerland
2016-06,15,47,3,0,34,Switzerland
2016-07,12,44,4,0,23,Switzerland
2016-08,10,40,0,4,24,Switzerland
2016-09,19,41,4,4,31,Switzerland
2016-10,12,46,4,0,37,Switzerland
2016-11,5,38,4,5,42,Switzerland
2016-12,3,32,0,0,35,Switzerland
2017-01,4,32,5,0,45,Switzerland
2017-02,4,36,5,3,38,Switzerland
2017-03,4,44,5,4,52,Switzerland
2017-04,4,39,4,4,46,Switzerland
2017-05,6,41,5,0,49,Switzerland
2017-06,5,29,4,3,43,Switzerland
2017-07,5,27,4,3,25,Switzerland
2017-08,7,25,3,3,27,Switzerland
2017-09,7,31,6,0,38,Switzerland
2017-10,8,37,4,5,46,Switzerland
2017-11,6,45,7,3,43,Switzerland
2017-12,5,27,5,4,35,Switzerland
2018-01,7,28,6,3,40,Switzerland
2018-02,7,29,6,3,45,Switzerland
2018-03,5,35,4,3,55,Switzerland
2018-04,7,37,3,5,50,Switzerland
2018-05,6,36,3,6,52,Switzerland
2018-06,6,30,3,7,44,Switzerland
2018-07,5,20,5,4,30,Switzerland
2018-08,8,24,4,5,32,Switzerland
2018-09,10,29,6,6,44,Switzerland
2018-10,9,31,5,7,46,Switzerland
2018-11,12,34,6,7,46,Switzerland
2018-12,9,28,3,4,42,Switzerland
2019-01,10,31,5,8,39,Switzerland
2019-02,13,29,6,9,43,Switzerland
2019-03,12,33,5,11,45,Switzerland
2019-04,14,31,8,10,45,Switzerland
2019-05,15,31,7,10,49,Switzerland
2019-06,16,30,6,9,44,Switzerland
2019-07,16,24,6,9,36,Switzerland
2019-08,14,21,4,10,36,Switzerland
2019-09,20,29,7,15,40,Switzerland
2019-10,22,37,6,17,45,Switzerland
2019-11,23,29,5,16,44,Switzerland
2019-12,18,25,4,15,33,Switzerland
2020-01,25,31,6,18,45,Switzerland
2020-02,25,28,6,14,40,Switzerland
2020-03,19,28,4,12,31,Switzerland
2020-04,21,30,4,14,30,Switzerland
2020-05,26,31,5,15,37,Switzerland
2020-06,33,28,6,19,34,Switzerland
2020-07,34,20,5,14,23,Switzerland
2020-08,30,23,4,13,26,Switzerland
2020-09,41,33,5,16,39,Switzerland
2020-10,43,33,5,18,37,Switzerland
2020-11,42,33,5,14,39,Switzerland
2020-12,36,20,5,13,33,Switzerland
2021-01,45,28,5,14,38,Switzerland
2021-02,56,27,4,18,38,Switzerland
2021-03,58,36,4,29,43,Switzerland
2021-04,56,30,4,26,38,Switzerland
2021-05,55,29,5,23,36,Switzerland
2021-06,58,21,5,20,28,Switzerland
2021-07,49,23,3,15,20,Switzerland
2021-08,48,20,4,14,26,Switzerland
2021-09,66,26,6,10,39,Switzerland
2021-10,59,30,5,17,36,Switzerland
2021-11,70,34,4,20,41,Switzerland
2021-12,58,23,4,18,33,Switzerland
2022-01,64,31,3,17,36,Switzerland
2022-02,65,30,7,16,43,Switzerland
2022-03,67,40,6,22,53,Switzerland
2022-04,64,37,6,20,40,Switzerland
2022-05,75,37,6,21,51,Switzerland
2022-06,70,34,4,18,42,Switzerland
2022-07,60,29,4,17,29,Switzerland
2022-08,68,26,5,20,34,Switzerland
2022-09,72,31,8,18,44,Switzerland
2022-10,75,31,6,22,46,Switzerland
